Asset category,Asset Name,Holding,Market Value (£),CU Both,CU Oil and gas,CU Coal,Arms (Sipri top 20)**,Tobacco (est)
UNLISTED INVESTMENTS,3i India Infrastructure C,,"£20,208,825",No,No,No,No,No
Equities,3I INFRASTRUCTURE PLC ORD NPV,7068414,"£11,323,599",No,No,No,No,No
Equities,3M CO COM,94500,"£10,499,717",No,No,No,No,No
Equities,888 HOLDINGS ORD GBP0.005,1093133,"£1,656,097",No,No,No,No,No
Equities,A2A SPA EUR0.52,3336875,"£2,334,482",No,No,No,No,No
Equities,AA PLC NEW ORD GBP0.001 (SUB SHS CLAIMS PURPS),22500,"£3,983",No,No,No,No,No
Equities,AA PLC ORD GBP0.001,240000,"£966,480",No,No,No,No,No
Equities,AALBERTS INDS EUR0.25,314566,"£6,653,328",No,No,No,No,No
Equities,ABBOTT LAB COM,188450,"£5,882,636",No,No,No,No,No
Equities,ABBVIE INC COM USD0.01,53800,"£2,120,470",No,No,No,No,No
Equities,ABERTIS INFRAESTR EUR3 SERIE A,225143,"£2,742,178",No,No,No,No,No
Equities,ACACIA MINING PLC ORD GBP0.10,360000,"£943,200",No,No,No,No,No
Equities,ACCENTURE PLC SHS CL A NEW,48400,"£3,054,628",No,No,No,No,No
Equities,ACE LTD COM STK,104823,"£7,873,199",No,No,No,No,No
Equities,ACS ACTIVIDADES CO EUR0.5,80956,"£1,932,508",No,No,No,No,No
UNLISTED INVESTMENTS,Actis Emerging Markets 3,,"£10,104,412",No,No,No,No,No
UNLISTED INVESTMENTS,Actis IV,,"£13,472,550",No,No,No,No,No
Equities,ADECCO SA CHF1 (REGD),20500,"£1,151,610",No,No,No,No,No
Equities,ADR ALIBABA GROUP HLDG LTD-SP A,21945,"£1,230,369",No,No,No,No,No
Equities,ADR AMBEV SA SPONSORED ADR,921000,"£3,573,567",No,No,No,No,No
Equities,ADR BAIDU INC SPONSORED ADR,84000,"£11,792,253",No,No,No,No,No
Equities,ADR BANCO BRADESCO S A SPONSORED ADR REPSTG PFD SHS NEW 2004,312216,"£1,953,848",No,No,No,No,No
Equities,ADR BITAUTO HLDGS LTD SPONSORED ADS ADR,48611,"£1,666,102",No,No,No,No,No
Equities,ADR CPFL ENERGIA S A SPONSORED ADR,173100,"£1,483,215",No,No,No,No,No
Equities,ADR FOMENTO ECONOMICO MEXICANA SAB DE CV,30800,"£1,940,120",No,No,No,No,No
Equities,ADR GRUPO FINANCIERO SANTANDER MEX S A BDE C V SPONSORED ADR REPSTG SHS SER B,269800,"£1,982,835",No,No,No,No,No
Equities,ADR HDFC BK LTD ADR REPSTG 3 SHS,142600,"£5,656,931",No,No,No,No,No
Equities,ADR ICICI BK LTD,413900,"£2,888,517",No,No,No,No,No
Equities,ADR MINDRAY MED INTL LTD SPONSORED ADR REPSTG CL A,189622,"£3,490,986",No,No,No,No,No
Equities,ADR OAO GAZPROM LEVEL 1 ADR,79798,"£253,451",No,No,No,No,No
Equities,ADR PHILIPPINE LONG DISTANCE TEL CO SPONSORED ADR,67300,"£2,832,992",No,No,No,No,No
Equities,ADR SBERBANK RUSSIA SPONSORED ADR,485153,"£1,424,902",No,No,No,No,No
Equities,ADR TATA MTRS LTD SPONSORED ADR,49400,"£1,499,138",No,No,No,No,No
Equities,ADR TEVA PHARMACEUTICAL INDS,52960,"£2,222,215",No,No,No,No,No
Equities,ADR VALE S A ADR,63700,"£242,013",No,No,No,No,No
Equities,ADR VALE S A ADR REPSTG PFD PREF ADR,309700,"£1,007,646",No,No,No,No,No
Equities,ADR WIPRO LTD SPONSORED ADR REPSTG 1 SH SPONSORED ADR REPSTG 1 SH COM,442000,"£3,968,919",No,No,No,No,No
Equities,ADV MED SOLUTIONS ORD GBP0.05,287356,"£386,494",No,No,No,No,No
Equities,ADVANCED INFO SERV THB1(ALIEN MKT),163800,"£803,645",No,No,No,No,No
Equities,ADVANCED INFO SERV THB1(NVDR),667600,"£3,275,420",No,No,No,No,No
Equities,AFLAC INC COM,227679,"£9,815,733",No,No,No,No,No
Equities,AGGREKO ORD GBP0.048329113924,169654,"£2,590,617",No,No,No,No,No
Equities,AGL ENERGY NPV,540988,"£4,231,711",No,No,Yes,No,No
Equities,AGL RES INC COM,128700,"£4,302,715",No,No,Yes,No,No
Equities,AIA GROUP LTD NPV,479800,"£2,032,273",No,No,No,No,No
Equities,AIR LIQUIDE(L') EUR5.50,47264,"£4,096,485",No,No,No,No,No
Equities,AJINOMOTO CO INC NPV,421000,"£6,230,033",No,No,No,No,No
Equities,AKASTOR ASA NOK0.592,127262,"£172,431",No,No,No,No,No
Equities,AKER SOLUTIONS ASA,127262,"£444,853",No,No,No,No,No
UNLISTED INVESTMENTS,Alinda Fund I,,"£9,182,732",No,No,No,No,No
UNLISTED INVESTMENTS,Alinda Fund II,,"£12,740,882",No,No,No,No,No
Equities,ALLIANCE DATA SYS CORP COM,27300,"£5,448,230",No,No,No,No,No
Equities,ALLIANT ENERGY CORP COM,116400,"£4,939,061",No,No,No,No,No
Equities,ALLIANZ SE (SE SOCIETAS EUROPEAE),30600,"£3,586,415",No,No,No,No,No
Equities,ALLSTATE CORP COM,100000,"£4,792,186",No,No,No,No,No
Equities,ALTRIA GROUP INC COM,708735,"£23,880,717",No,No,No,No,No
Equities,AMAZON COM INC COM,9724,"£2,437,387",No,No,No,No,No
Equities,AMCOR LIMITED NPV,2338000,"£16,892,594",No,No,No,No,No
Equities,AMDOCS ORD GBP0.01,210382,"£7,708,102",No,No,No,No,No
Equities,AMER ELEC PWR CO INC COM,159533,"£6,046,027",No,No,No,No,No
Equities,AMER FINL GROUP INC OH COM STK,108000,"£4,666,298",No,No,No,No,No
Equities,AMEREN CORP COM,360900,"£10,256,902",No,No,No,No,No
Equities,AMERICAN EXPRESS CO,89478,"£4,708,671",No,No,No,No,No
Equities,AMERICAN WTR WKS CO INC NEW COM,142200,"£5,192,767",No,No,No,No,No
Equities,AMERISOURCEBERGEN CORP COM,85200,"£6,523,295",No,No,No,No,No
Equities,AMGEN INC COM,17759,"£1,910,722",No,No,No,No,No
Equities,AMMB HOLDINGS BHD MYR1,2507000,"£2,891,020",No,No,No,No,No
Equities,ANALOG DEVICES INC COM,242200,"£10,278,612",No,No,No,No,No
Equities,ANDRITZ AG NPV (BR),47417,"£1,908,047",No,No,No,No,No
Equities,ANHEUSER-BUSCH INBEV NV,90000,"£7,409,840",No,No,No,No,No
Equities,ANNALY CAP MGMT INC COM,590400,"£4,144,135",No,No,No,No,No
Equities,ANTHEM INC COM,49291,"£5,129,319",No,No,No,No,No
Equities,AON PLC COM,73000,"£4,724,715",No,No,No,No,No
Equities,APPLE INC COM STK,22980,"£1,926,017",No,No,No,No,No
Equities,APPLIED MATERIALS INC COM,308400,"£4,686,766",No,No,No,No,No
Equities,ARCADIS NV COMSTK,96767,"£2,092,207",No,No,No,No,No
Equities,ARCOS DORADOS HOLDINGS INC COM NPV CL 'A',42675,"£142,010",No,No,No,No,No
Equities,ASAHI KASEI CORP NPV,760000,"£4,902,918",No,No,No,No,No
Equities,ASHTEAD GROUP ORD GBP0.10,607966,"£6,584,272",No,No,No,No,No
Equities,ASML HOLDING NV EUR0.09,56547,"£3,876,669",No,No,No,No,No
Equities,ASSOCD BRIT FOODS ORD GBP0.0568,160271,"£4,516,437",No,No,No,No,No
Equities,ASSURA PLC ORD GBP0.10,1200000,"£738,000",No,No,No,No,No
Equities,ASTELLAS PHARMA NPV,506000,"£5,592,105",No,No,No,No,No
UNLISTED INVESTMENTS,Astorg IV,,"£7,234,759",No,No,No,No,No
Equities,ASTRA INTL IDR50,11657800,"£5,105,210",No,No,No,No,No
Equities,ASTRAZENECA ORD USD0.25,537419,"£24,858,316",No,No,No,No,No
Equities,ASUSTEK COMPUTER TWD10,324000,"£2,197,201",No,No,No,No,No
Equities,AT&T INC COM,950000,"£20,900,640",No,No,No,No,No
Equities,ATLAS COPCO AB SER'B'NPV,79538,"£1,583,006",No,No,No,No,No
Equities,ATMOS ENERGY CORP COM,158460,"£5,899,686",No,No,No,No,No
Equities,AUTO TRADER GROUP PLC,2063484,"£5,194,821",No,No,No,No,No
Equities,AUTOMATIC DATA PROCESSING INC COM,74800,"£4,314,164",No,No,No,No,No
Equities,AUTOZONE INC COM,6944,"£3,191,714",No,No,No,No,No
Equities,AVEVA GROUP ORD GBP0.03556,55625,"£823,250",No,No,No,No,No
Equities,AXA EUR2.29,133200,"£2,260,288",No,No,No,No,No
Equities,AZIMUT HLDG S.P.A NPV,208500,"£4,004,928",No,No,No,No,No
Equities,BABCOCK INTL GROUP ORD GBP0.60,1038561,"£10,219,440",No,No,No,No,No
Equities,BAE SYSTEMS ORD GBP0.025,847538,"£4,432,624",No,No,No,Yes,No
Fixed Income,BAILLIE GIFFORD & CO ACTV IDX LKD GLT PLS C ACC,13592332,"£28,448,751",No,No,No,No,No
Fixed Income,BAILLIE GIFFORD INV GRADE BD C GROSS ACC,14464012,"£27,380,376",No,No,No,No,No
Equities,BANK HAPOALIM B.M. ILS1,1810000,"£5,868,370",No,No,No,No,No
Equities,BANK OF AMERICA CORP,644200,"£6,678,503",No,No,No,No,No
Equities,BANK OF IRELAND ORD STK EUR0.1,4699528,"£1,198,498",No,No,No,No,No
Equities,BANK OF MONTREAL COM NPV,91000,"£3,673,166",No,No,No,No,No
Equities,BANK RAKYAT INDONESIA PERSER,13773600,"£9,402,459",No,No,No,No,No
Equities,BARRATT DEVELOPMENTS ORD GBP0.10,1228879,"£6,488,481",No,No,No,No,No
Equities,BASF - ORD SHS COMSTK,281209,"£18,859,624",No,Yes,No,No,No
Equities,BAXTER INTL INC COM,112500,"£5,189,626",No,No,No,No,No
Equities,BCE INC COM NPV,788582,"£22,489,939",No,No,No,No,No
Equities,BCO BRADESCO SA PRF NPV,254556,"£1,591,307",No,No,No,No,No
Equities,BECTON DICKINSON & CO COM,109200,"£10,562,498",No,No,No,No,No
Equities,BEIERSDORF AG EUR1,59216,"£3,465,865",No,No,No,No,No
Equities,BEIJING ENTERPRISE NPV,412500,"£2,184,464",No,No,No,No,No
Equities,BELGACOM SA NPV,102768,"£2,420,470",No,No,No,No,No
Equities,BELLE INTERNATIONA HKD0.01,3576000,"£2,805,643",No,No,No,No,No
Equities,BELLWAY GBP0.125,180879,"£3,583,213",No,No,No,No,No
Equities,BEMIS CO INC COM,171900,"£5,361,381",No,No,No,No,No
Equities,BERKLEY GP HOLDINGS,213598,"£5,634,715",No,No,No,No,No
Equities,BERKLEY W R CORP COM,136200,"£4,631,442",No,No,No,No,No
Equities,BETFAIR GROUP PLC ORD GBP0.00095,99752,"£2,226,465",No,No,No,No,No
Equities,BIDVEST GROUP ZAR0.05,101100,"£1,839,764",No,No,No,No,No
Equities,BIG YELLOW GROUP (PLACING) ORD GBP0.10,53156,"£344,185",No,No,No,No,No
Equities,BK MANDIRI IDR500,2563500,"£1,634,394",No,No,No,No,No
Equities,BK OF NOVA SCOTIA COM NPV,223699,"£7,560,071",No,No,No,No,No
Equities,BM&FBOVESPA SA COM NPV,214700,"£504,100",No,No,No,No,No
Equities,BNP PARIBAS EUR2,194200,"£7,946,625",No,No,No,No,No
Equities,BODYCOTE PLC ORD GBP0.1727272,380272,"£2,730,353",No,No,No,No,No
Equities,BOOKER GROUP ORD GBP0.01,1674025,"£2,439,054",No,No,No,No,No
Equities,BOUYGUES EUR1,711843,"£18,807,847",No,No,No,No,No
Equities,BOVIS HOMES GROUP GBP0.50,255000,"£2,376,600",No,No,No,No,No
Equities,BP ORD USD0.25,2769808,"£12,095,752",No,Yes,No,No,No
Equities,BRAMBLES LTD NPV,186929,"£1,107,227",No,No,No,No,No
Equities,BRENNTAG AG NPV,66300,"£2,666,935",No,No,No,No,No
Equities,BRINKER INTL INC COM,142800,"£5,921,703",No,No,No,No,No
Equities,BRISTOL MYERS SQUIBB CO COM,523880,"£22,762,048",No,No,No,No,No
Equities,BRITISH AMERICAN TOBACCO ORD GBP0.25,654777,"£22,841,896",No,No,No,No,Yes
Equities,BROOKFIELD ASSET LIMITED VTG SHARES CLASS A,136000,"£4,900,030",No,No,No,No,No
Equities,BT GROUP ORD GBP0.05,5563874,"£24,369,768",No,No,No,No,No
Equities,BTG ORD GBP0.10,600000,"£4,287,000",No,No,No,No,No
Equities,BUNZL PLC ORD GBP0.32142857,146168,"£2,676,336",No,No,No,No,No
Equities,BURBERRY GROUP ORD GBP0.0005,171987,"£2,980,535",No,No,No,No,No
Equities,BUREAU VERITAS EUR0.12,122800,"£1,774,192",No,No,No,No,No
Equities,C H ROBINSON WORLDWIDE INC COM NEW COM NEW,20930,"£1,031,908",No,No,No,No,No
Equities,CAMPBELL SOUP CO COM,450300,"£14,117,186",No,No,No,No,No
Equities,CANADIAN IMP BANK COM NPV,72000,"£3,515,522",No,No,No,No,No
Equities,CANADIAN TIRE LTD CLASS'A'CUM NON-VTG COM NPV,103356,"£7,093,180",No,No,No,No,No
Equities,CANDOVER INVSTMNTS PLC GBP0.25,72466,"£227,543",No,No,No,No,No
Equities,CANON INC NPV,677500,"£16,158,438",No,No,No,No,No
Equities,CAPE ORD GBP0.25,188179,"£469,507",No,No,No,No,No
Equities,CAPITA PLC ORD GBP0.02066666,734293,"£8,194,710",No,No,No,No,No
Equities,CARDINAL HLTH INC,93200,"£5,667,339",No,No,No,No,No
Equities,CARETECH HOLDINGS ORD GBP0.005,160000,"£380,800",No,No,No,No,No
Equities,CARLSBERG SER'B'DKK20,17538,"£973,184",No,No,No,No,No
UNLISTED INVESTMENTS,Carlyle Europe Real Estate Master Co-Investment III LP,,"£25,000,000",No,No,No,No,No
UNLISTED INVESTMENTS,Carlyle Infrastructure Partners,,"£20,208,825",No,No,No,No,No
Equities,CARMAX INC COM,41476,"£1,926,140",No,No,No,No,No
Equities,CASINO GUICH-PERR EUR1.53,27000,"£1,612,129",No,No,No,No,No
Equities,CASTLE STREET INVESTMENTS PLC ORD GBP0.025,495000,"£108,900",No,No,No,No,No
Equities,CATERPILLAR INC COM,71000,"£3,827,161",No,No,No,No,No
Equities,CATLIN GROUP COM STK USD0.01,649400,"£4,604,246",No,No,No,No,No
Equities,CCR SA COM NPV,732800,"£2,517,518",No,No,No,No,No
Equities,CDN NATL RAILWAYS COM NPV,107400,"£4,840,120",No,No,No,No,No
Equities,CDN UTILITIES CLASS'A'COM NON-VTG NPV,176600,"£3,733,726",No,No,No,No,No
Equities,CENTERPOINT ENERGY INC COM,639600,"£8,785,075",No,No,No,No,No
Equities,CENTRICA ORD GBP0.061728395,7409894,"£18,747,032",No,No,No,No,No
Equities,CENTURYLINK INC COM,195600,"£4,548,408",No,No,No,No,No
Equities,CETIP SA MERCADOS ORGANIZADOS,427278,"£2,868,266",No,No,No,No,No
Equities,CF INDS HLDGS INC COM,20440,"£3,906,525",No,No,No,No,No
Equities,CGI GROUP INC 'A'SUB-VTG NPV,50600,"£1,445,507",No,No,No,No,No
Equities,CHESAPEAKE ENERGY CORP COM,173500,"£1,653,772",No,Yes,No,No,No
Equities,CHEUNG KONG INFSTR HKD1,60000,"£345,630",No,No,No,No,No
Equities,CHEVRON CORP COM,86000,"£6,083,436",No,Yes,No,No,No
Equities,CHINA MOBILE LTD HKD0.10,4129882,"£36,241,506",No,No,No,No,No
Equities,CHINA PAC INS GR-H,1507200,"£4,812,552",No,No,No,No,No
Equities,CHINA RES PWR HLDG NPV,2060000,"£3,479,451",No,No,Yes,No,No
Equities,CHINA RESOURCE ENTERPRISE HKD1,460000,"£607,503",No,No,No,No,No
Equities,CHINA RESOURCES LAND HKD0.10,2798222,"£5,336,591",No,No,No,No,No
Equities,CHINA SHENHUA ENERGY CO 'H',753500,"£1,294,961",No,No,Yes,No,No
Equities,CHR. HANSEN HLDG DKK10,59729,"£1,845,747",No,No,No,No,No
Equities,CHUBB CORP COM,61700,"£4,202,001",No,No,No,No,No
Equities,CIA BRASILEIRA PAO DE ACUCAR P ACUCAR-CBD,98700,"£1,985,604",No,No,No,No,No
Equities,CIELO SA COM NPV,185880,"£1,790,001",No,No,No,No,No
Equities,CIMPRESS N.V CMN STK,32997,"£1,874,461",No,No,No,No,No
Equities,CIN FNCL CORP COM,113500,"£4,072,849",No,No,No,No,No
Equities,CISCO SYSTEMS INC,192264,"£3,564,234",No,No,No,No,No
Equities,CITIGROUP INC COM NEW COM NEW,178100,"£6,182,212",No,No,No,No,No
Equities,CK HUTCHISON NPV,177000,"£2,443,680",No,No,No,No,No
Equities,CLOROX CO COM,76400,"£5,681,237",No,No,No,No,No
Equities,CLOSE BROS GROUP ORD GBP0.25,273092,"£4,257,504",No,No,No,No,No
Equities,CLP HOLDINGS NPV,1682000,"£9,879,158",No,No,Yes,No,No
Equities,CME GROUP INC COM STK,47000,"£2,998,565",No,No,No,No,No
